,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier 
61,False,Increased Poison Damage,Poison Damage,Toxic,61,11,0,0,0.3,2,"[5, 6, 7, 8, 9, 22, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 2, 23]","[{'equipmentType': 7, 'rerollChance': 0.7}, {'equipmentType': 13, 'rerollChance': 0.7}, {'equipmentType': 2, 'rerollChance': 0.5}, {'equipmentType': 5, 'rerollChance': 0.5}, {'equipmentType': 12, 'rerollChance': 0.5}, {'equipmentType': 2, 'rerollChance': 0.5}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.39}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.4, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 64, 'modifierType': 1, 'setProperty': 0}]",T3
37,False,Poison Penetration,Poison Penetration,Serpentine,37,42,0,0.17,0.7,2,[20],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 59, 'specialTag': 0, 'tags': 64, 'modifierType': 0, 'setProperty': 0}]",T2
86,False,Armour Shred Chance,Chance To Shred Armour on Hit,of Acid,86,27,1,0,0.5,3,"[4, 20, 5, 6, 7, 9, 12, 13, 14, 16, 23, 24, 17]","[{'equipmentType': 4, 'rerollChance': 0.5}, {'equipmentType': 20, 'rerollChance': 0.5}]",0,1,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.55}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.56, 'max': 0.7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.71, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.25, 'max': 10.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.51, 'max': 2}]}]",0,0,"[{'modDisplayName': None, 'property': 1, 'specialTag': 8, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T2
84,False,Increased Spell Crit Chance,Spell Critical Strike Chance,Witch's,84,15,0,0,0.6,2,"[10, 8, 15, 20, 22, 19]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.35, 'max': 0.43}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.44, 'max': 0.54}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.55, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.95, 'max': 10.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.16, 'max': 10.5}]}]",0,0,"[{'modDisplayName': None, 'property': 4, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T2
38,False,Increased Spell Damage,Spell Damage,Imbued,38,0,0,0,0,2,"[8, 10, 15, 19, 20, 21]","[{'equipmentType': 20, 'rerollChance': 0.5}, {'equipmentType': 22, 'rerollChance': 0.5}, {'equipmentType': 21, 'rerollChance': 0.5}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.39}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.4, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T4
58,False,Increased Stun Chance,Increased Stun Chance,of Stillness,58,0,1,0,0,1,"[5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 23, 24, 17, 4]","[{'equipmentType': 4, 'rerollChance': 0.5}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.61, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 10.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.31, 'max': 10.7}]}]",0,0,"[{'modDisplayName': None, 'property': 45, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
88,False,Increased Throwing Attack Damage,Throwing Attack Damage,Catapult's,88,0,0,0,0.4,2,"[18, 4, 22, 20]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.47}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.48, 'max': 0.59}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.85}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.05, 'max': 10.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.31, 'max': 10.7}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T3
87,False,Increased Throwing Attack Speed,Throwing Attack Speed,Slinger's,87,17,0,0,0.4,2,"[4, 21]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.14}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.18}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.19, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.36}]}]",0,0,"[{'modDisplayName': None, 'property': 2, 'specialTag': 0, 'tags': 1024, 'modifierType': 1, 'setProperty': 0}]",T3
15,False,Increased Void Damage,Void Damage,Abyssal,15,15,0,0,0.4,2,"[5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 2, 21, 20, 22]","[{'equipmentType': 21, 'rerollChance': 0.5}, {'equipmentType': 20, 'rerollChance': 0.5}, {'equipmentType': 22, 'rerollChance': 0.5}, {'equipmentType': 2, 'rerollChance': 0.7}, {'equipmentType': 15, 'rerollChance': 0.5}]",0,9,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.39}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.4, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.2}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}]",T3
0,False,Void Penetration,Void Penetration,Inevitable,0,42,0,0.17,0.7,2,[20],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 59, 'specialTag': 0, 'tags': 16, 'modifierType': 0, 'setProperty': 0}]",T2
502,False,Intelligence,Intelligence,Scholar's,502,0,0,0,0,5,"[0, 1, 3, 21, 4, 22]",[],0,21,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 7, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 13, 'max': 16}]}]",0,0,"[{'modDisplayName': None, 'property': 21, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
21,False,Primalist Adaptive Spell Damage With Tempest Strike,Adaptive Spell Damage With Tempest Strike,Efficient,21,26,0,0,0.89,3,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 20, 'max': 23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 24, 'max': 28}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 29, 'max': 34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 35, 'max': 40}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 41, 'max': 50}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 65, 'max': 80}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 81, 'max': 100}]}]",1,0,"[{'modDisplayName': None, 'property': 58, 'specialTag': 3, 'tags': 270, 'modifierType': 0, 'setProperty': 0}]",T1
69,False,Melee Health Leech,Melee Damage Leeched as Health,Leeching,69,10,0,0,0,1,"[4, 5, 6, 7, 8, 9, 16, 11, 12, 13, 14]","[{'equipmentType': 4, 'rerollChance': 0.5}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.23, 'max': 0.29}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.43}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.44, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.63}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.75, 'max': 0.95}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.96, 'max': 10.25}]}]",0,0,"[{'modDisplayName': None, 'property': 51, 'specialTag': 0, 'tags': 512, 'modifierType': 0, 'setProperty': 0}]",T4
71,False,Minion Dodge Rating,Minion Dodge Rating,Feline,71,30,0,0,0.7,0,"[0, 3, 21, 22]",[],0,19,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 35, 'max': 65}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 66, 'max': 100}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 101, 'max': 160}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 161, 'max': 250}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 251, 'max': 400}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 500, 'max': 650}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 651, 'max': 1000.0}]}]",0,0,"[{'modDisplayName': None, 'property': 11, 'specialTag': 0, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T2
70,False,Minion Health,Minion Health,Ursine,70,6,0,0,0.4,0,"[0, 1, 2, 4, 18, 19, 20, 21, 22]","[{'equipmentType': 21, 'rerollChance': 0}, {'equipmentType': 20, 'rerollChance': 0}, {'equipmentType': 22, 'rerollChance': 0}]",0,19,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.55}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.56, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.01, 'max': 10.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.9, 'max': 20.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 20.31, 'max': 3}]}]",0,0,"[{'modDisplayName': None, 'property': 7, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T3
73,False,Minion Health Regen,Minion Health Regen,Reptilian,73,13,0,0,0.7,0,"[0, 2, 22]",[],0,19,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 6, 'max': 10}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 11, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 21, 'max': 35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 36, 'max': 60}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 61, 'max': 90}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 120, 'max': 150}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 151, 'max': 200}]}]",0,0,"[{'modDisplayName': None, 'property': 17, 'specialTag': 0, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T2
96,False,Percent Damage Reflected,Damage Reflected,Reflective,96,23,0,0,0.6,7,"[1, 18]","[{'equipmentType': 18, 'rerollChance': 0.7}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.14, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}]}]",0,0,"[{'modDisplayName': None, 'property': 86, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T2
83,False,Potion Health Converted to Ward,Potion Health Converted to Ward,Philosopher's,83,35,0,0,0.8,1,"[2, 4, 22, 21]","[{'equipmentType': 2, 'rerollChance': 0}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.14}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.15, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.29}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.5, 'max': 0.7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.71, 'max': 1}]}]",0,0,"[{'modDisplayName': None, 'property': 90, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
74,False,Less Damage Taken on Block,Damage Taken on Block,of the Defender,74,0,1,0.17,0.4,0,[18],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.04, 'max': -0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.05, 'max': -0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.06, 'max': -0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.07, 'max': -0.08}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.09, 'max': -0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.13, 'max': -0.14}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': -0.15, 'max': -0.17}]}]",0,0,"[{'modDisplayName': None, 'property': 6, 'specialTag': 6, 'tags': 0, 'modifierType': 1, 'setProperty': 0}]",T3
33,False,Physical Penetration,Physical Penetration,Piercing,33,42,0,0.17,0.7,2,[20],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 59, 'specialTag': 0, 'tags': 1, 'modifierType': 0, 'setProperty': 0}]",T2
32,False,Fire Penetration,Fire Penetration,Dragon's,32,42,0,0.17,0.7,2,[20],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 59, 'specialTag': 0, 'tags': 8, 'modifierType': 0, 'setProperty': 0}]",T2
35,False,Cold Penetration,Cold Penetration,Icebound,35,42,0,0.17,0.7,2,[20],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 59, 'specialTag': 0, 'tags': 4, 'modifierType': 0, 'setProperty': 0}]",T2
39,False,Lightning Penetration,Lightning Penetration,Turbulent,39,42,0,0.17,0.7,0,[20],[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.07, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.11, 'max': 0.12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.13, 'max': 0.15}]}]",0,0,"[{'modDisplayName': None, 'property': 59, 'specialTag': 0, 'tags': 2, 'modifierType': 0, 'setProperty': 0}]",T2
501,False,Strength,Strength,Mighty,501,0,0,0,0,5,"[0, 1, 3, 21, 4, 22]",[],0,11,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 7, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 13, 'max': 16}]}]",0,0,"[{'modDisplayName': None, 'property': 19, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
95,False,Thorns,Damage Reflected to Attackers,Thorny,95,4,0,0,0.6,7,"[1, 18]","[{'equipmentType': 18, 'rerollChance': 0.7}]",0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 7, 'max': 14}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 15, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 26, 'max': 45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 46, 'max': 75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 100, 'max': 130}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 131, 'max': 200}]}]",0,0,"[{'modDisplayName': None, 'property': 85, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T2
505,False,Vitality,Vitality,Vital,505,0,0,0,0,5,"[0, 1, 3]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 5, 'max': 6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 7, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 13, 'max': 16}]}]",0,0,"[{'modDisplayName': None, 'property': 20, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T4
66,False,Ward On Potion Use,Ward Gained On Potion Use,Alchemist's,66,10,0,0,0.6,1,"[2, 4, 20]","[{'equipmentType': 2, 'rerollChance': 0}]",0,53,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 20, 'max': 30}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 31, 'max': 45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 46, 'max': 60}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 65, 'max': 80}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 81, 'max': 110}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 150, 'max': 185}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 186, 'max': 250}]}]",0,0,"[{'modDisplayName': None, 'property': 91, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T2
98,False,Increased Minion Damage Over Time,Damage Over Time for Minions,of Sorrow,98,48,1,0,0.5,2,"[9, 16, 5, 12, 14]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.51, 'max': 0.7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.9, 'max': 10.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.11, 'max': 10.4}]}]",0,0,"[{'modDisplayName': None, 'property': 0, 'specialTag': 0, 'tags': 12288, 'modifierType': 1, 'setProperty': 0}]",T2
