,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier
36,False,Hybrid Health,Hybrid Health,of the Giant,36,45,1,0,0.9,4,"[4, 3, 2]",[],0,0,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 14, 'max': 21}, {'min': 0.03, 'max': 0.03}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 22, 'max': 29}, {'min': 0.03, 'max': 0.03}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 30, 'max': 37}, {'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 38, 'max': 45}, {'min': 0.04, 'max': 0.04}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 46, 'max': 68}, {'min': 0.05, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 85, 'max': 105}, {'min': 0.06, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 106, 'max': 135}, {'min': 0.08, 'max': 0.1}]}]",0,0,"[{'modDisplayName': 'Health', 'property': 7, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Health', 'property': 7, 'specialTag': 0, 'tags': 0, 'modifierType': 1, 'setProperty': 0}]",T1
332,False,Primalist Armour And Minion Armour,Armour And Minion Armour,of the Herd,332,27,0,0,0.89,4,"[0, 1]",[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 40, 'max': 59}, {'min': 40, 'max': 59}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 60, 'max': 79}, {'min': 60, 'max': 79}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 80, 'max': 99}, {'min': 80, 'max': 99}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 100, 'max': 119}, {'min': 100, 'max': 119}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 120, 'max': 150}, {'min': 120, 'max': 150}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 190, 'max': 230}, {'min': 190, 'max': 230}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 231, 'max': 300}, {'min': 231, 'max': 300}]}]",1,0,"[{'modDisplayName': 'Armour', 'property': 10, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Armour', 'property': 10, 'specialTag': 0, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T1
333,False,Primalist Shared Lightning Damage,Shared Lightning Damage,of Lagon,333,48,0,0,0.89,4,"[0, 1]",[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.27}, {'min': 0.25, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.3}, {'min': 0.28, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.33}, {'min': 0.31, 'max': 0.33}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.36}, {'min': 0.34, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}, {'min': 0.37, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.6, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}, {'min': 0.76, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Lightning Damage', 'property': 0, 'specialTag': 0, 'tags': 2, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Lightning Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8194, 'modifierType': 1, 'setProperty': 0}]",T1
340,False,Primalist Shared Cold Damage,Shared Cold Damage,of Heorot,340,36,0,0,0.89,4,"[1, 0]",[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.27}, {'min': 0.25, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.3}, {'min': 0.28, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.33}, {'min': 0.31, 'max': 0.33}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.36}, {'min': 0.34, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}, {'min': 0.37, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.6, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}, {'min': 0.76, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Cold Damage', 'property': 0, 'specialTag': 0, 'tags': 4, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Cold Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8196, 'modifierType': 1, 'setProperty': 0}]",T1
343,False,Primalist Shared Bleed Duration,Shared Bleed Duration,of the Carnivore,343,34,0,0,0.89,4,"[0, 1]",[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.19}, {'min': 0.18, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.21}, {'min': 0.2, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.23}, {'min': 0.22, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.25}, {'min': 0.24, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.26, 'max': 0.35}, {'min': 0.26, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.44, 'max': 0.55}, {'min': 0.44, 'max': 0.55}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.56, 'max': 0.7}, {'min': 0.56, 'max': 0.7}]}]",1,0,"[{'modDisplayName': 'Increased Bleed Duration', 'property': 42, 'specialTag': 2, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Minion Bleed Duration', 'property': 42, 'specialTag': 2, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T1
344,False,Primalist Shared Increased Spell Damage,Shared Increased Spell Damage,of Binding,344,27,0,0,0.89,4,"[0, 1]",[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.27}, {'min': 0.25, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.3}, {'min': 0.28, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.33}, {'min': 0.31, 'max': 0.33}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.36}, {'min': 0.34, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}, {'min': 0.37, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.6, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}, {'min': 0.76, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Spell Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8448, 'modifierType': 1, 'setProperty': 0}]",T1
345,False,Primalist Shared Increased Melee Damage,Shared Increased Melee Damage,of the Pack,345,48,0,0,0.89,4,"[0, 1]",[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.27}, {'min': 0.25, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.3}, {'min': 0.28, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.33}, {'min': 0.31, 'max': 0.33}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.36}, {'min': 0.34, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}, {'min': 0.37, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.6, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}, {'min': 0.76, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Melee Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8704, 'modifierType': 1, 'setProperty': 0}]",T1
360,False,Sentinel Increased Physical Damage And Bleed Duration,Increased Physical Damage And Bleed Duration,of Flagellation,360,60,0,0,0.89,4,"[0, 1]",[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.28}, {'min': 0.15, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.29, 'max': 0.32}, {'min': 0.16, 'max': 0.16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.33, 'max': 0.36}, {'min': 0.17, 'max': 0.18}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.4}, {'min': 0.19, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.5}, {'min': 0.21, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.7}, {'min': 0.28, 'max': 0.34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.71, 'max': 0.9}, {'min': 0.35, 'max': 0.42}]}]",1,0,"[{'modDisplayName': 'Physical Damage', 'property': 0, 'specialTag': 0, 'tags': 1, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Increased Bleed Duration', 'property': 42, 'specialTag': 2, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
361,False,Sentinel Increased Fire Damage And Ignite Duration,Increased Fire Damage And Ignite Duration,of Forgefire,361,55,0,0,0.89,4,"[0, 1]",[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.28}, {'min': 0.15, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.29, 'max': 0.32}, {'min': 0.16, 'max': 0.16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.33, 'max': 0.36}, {'min': 0.17, 'max': 0.18}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.4}, {'min': 0.19, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.5}, {'min': 0.21, 'max': 0.24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.7}, {'min': 0.28, 'max': 0.34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.71, 'max': 0.9}, {'min': 0.35, 'max': 0.42}]}]",1,0,"[{'modDisplayName': 'Fire Damage', 'property': 0, 'specialTag': 0, 'tags': 8, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Increased Ignite Duration', 'property': 42, 'specialTag': 1, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
362,False,Sentinel Increased Void Damage And Added Spell Void Damage,Increased Void Damage And Added Spell Void Damage,of Infinity,362,53,0,0,0.89,3,"[0, 1]",[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.33}, {'min': 4, 'max': 4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.37}, {'min': 4, 'max': 4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.38, 'max': 0.41}, {'min': 5, 'max': 5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.42, 'max': 0.46}, {'min': 5, 'max': 5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.47, 'max': 0.6}, {'min': 6, 'max': 7}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.7, 'max': 0.85}, {'min': 9, 'max': 11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.86, 'max': 10.1}, {'min': 12, 'max': 14}]}]",1,0,"[{'modDisplayName': 'Void Damage', 'property': 0, 'specialTag': 0, 'tags': 16, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Spell Void Damage', 'property': 0, 'specialTag': 0, 'tags': 272, 'modifierType': 0, 'setProperty': 0}]",T1
397,False,Flame Ward Charge and Added Ward,Flame Ward Charge and Added Ward,of Intensity,397,60,0,0.5,0.89,5,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 20, 'max': 21}, {'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 22, 'max': 23}, {'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 24, 'max': 26}, {'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 27, 'max': 30}, {'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 31, 'max': 38}, {'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 60, 'max': 75}, {'min': 1, 'max': 1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 76, 'max': 100}, {'min': 1, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Ward gained when you cast Flame Ward', 'property': 58, 'specialTag': 0, 'tags': 336, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Charge for Flame Ward', 'property': 58, 'specialTag': 1, 'tags': 336, 'modifierType': 0, 'setProperty': 0}]",T1
404,False,Acolyte Shared Increased Fire Damage,Shared Increased Fire Damage,of Cremation,404,36,0,0,0.89,4,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.33}, {'min': 0.3, 'max': 0.33}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.37}, {'min': 0.34, 'max': 0.37}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.38, 'max': 0.41}, {'min': 0.38, 'max': 0.41}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.42, 'max': 0.46}, {'min': 0.42, 'max': 0.46}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.47, 'max': 0.6}, {'min': 0.47, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.7, 'max': 0.85}, {'min': 0.7, 'max': 0.85}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.86, 'max': 10.1}, {'min': 0.86, 'max': 10.1}]}]",1,0,"[{'modDisplayName': 'Fire Damage', 'property': 0, 'specialTag': 0, 'tags': 8, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Fire Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8200, 'modifierType': 1, 'setProperty': 0}]",T1
405,False,Acolyte Shared Increased Necrotic Damage,Shared Increased Necrotic Damage,of Necrosis,405,36,0,0,0.89,4,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.27}, {'min': 0.25, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.3}, {'min': 0.28, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.33}, {'min': 0.31, 'max': 0.33}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.36}, {'min': 0.34, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}, {'min': 0.37, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.6, 'max': 0.75}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}, {'min': 0.76, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Necrotic Damage', 'property': 0, 'specialTag': 0, 'tags': 32, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Necrotic Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8224, 'modifierType': 1, 'setProperty': 0}]",T1
406,False,Acolyte Shared Bleed Chance,Shared Bleed Chance On Hit,of Incision,406,57,0,0,0.89,4,"[1, 0]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.23}, {'min': 0.2, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.27}, {'min': 0.24, 'max': 0.27}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.31}, {'min': 0.28, 'max': 0.31}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.32, 'max': 0.35}, {'min': 0.32, 'max': 0.35}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.36, 'max': 0.45}, {'min': 0.36, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.55, 'max': 0.65}, {'min': 0.55, 'max': 0.65}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.66, 'max': 0.85}, {'min': 0.66, 'max': 0.85}]}]",1,0,"[{'modDisplayName': 'Chance to Bleed on Hit', 'property': 1, 'specialTag': 2, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Chance to Bleed on Minion Hit', 'property': 1, 'specialTag': 2, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T1
407,False,Acolyte Shared Increased Bleed Duration,Shared Increased Bleed Duration,of Anemia,407,57,0,0,0.89,4,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.17}, {'min': 0.16, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.19}, {'min': 0.18, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.21}, {'min': 0.2, 'max': 0.21}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.23}, {'min': 0.22, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.24, 'max': 0.28}, {'min': 0.24, 'max': 0.28}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.4}, {'min': 0.34, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.41, 'max': 0.5}, {'min': 0.41, 'max': 0.5}]}]",1,0,"[{'modDisplayName': 'Increased Bleed Duration', 'property': 42, 'specialTag': 2, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Minion Bleed Duration', 'property': 42, 'specialTag': 2, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T1
408,False,Acolyte Shared Bleed Effect,Shared Bleed Effect,of Bloodletting,408,57,0,0,0.89,4,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.13}, {'min': 0.12, 'max': 0.13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.14, 'max': 0.15}, {'min': 0.14, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.17}, {'min': 0.16, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.19}, {'min': 0.18, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.23}, {'min': 0.2, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.34}, {'min': 0.28, 'max': 0.34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.35, 'max': 0.42}, {'min': 0.35, 'max': 0.42}]}]",1,0,"[{'modDisplayName': 'Increased Bleed Effect', 'property': 43, 'specialTag': 2, 'tags': 0, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Minion Bleed Effect', 'property': 43, 'specialTag': 2, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T1
409,False,Acolyte Shared Physical Leech,Shared Physical Damage Leeched As Health,of Transfusion,409,60,0,0,0.89,1,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.06, 'max': 0.07}, {'min': 0.06, 'max': 0.07}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.08, 'max': 0.09}, {'min': 0.08, 'max': 0.09}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.1, 'max': 0.11}, {'min': 0.1, 'max': 0.11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.13}, {'min': 0.12, 'max': 0.13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.14, 'max': 0.18}, {'min': 0.14, 'max': 0.18}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.22, 'max': 0.28}, {'min': 0.22, 'max': 0.28}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.29, 'max': 0.36}, {'min': 0.29, 'max': 0.36}]}]",1,0,"[{'modDisplayName': 'Physical Damage Leeched as Health', 'property': 51, 'specialTag': 0, 'tags': 1, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Physical Minion Damage Leeched as Health', 'property': 51, 'specialTag': 0, 'tags': 8193, 'modifierType': 0, 'setProperty': 0}]",T1
414,False,Acolyte Poison Damage And Poison Resistance,Poison Damage And Poison Resistance,of Rancor,414,32,0,0,0.89,4,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.25, 'max': 0.27}, {'min': 0.1, 'max': 0.11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.28, 'max': 0.3}, {'min': 0.12, 'max': 0.14}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.31, 'max': 0.33}, {'min': 0.15, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.34, 'max': 0.36}, {'min': 0.18, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.5}, {'min': 0.21, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.6, 'max': 0.75}, {'min': 0.28, 'max': 0.32}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.76, 'max': 1}, {'min': 0.33, 'max': 0.4}]}]",1,0,"[{'modDisplayName': 'Poison Damage', 'property': 0, 'specialTag': 0, 'tags': 64, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Poison Resistance', 'property': 28, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
416,False,Acolyte Shared Increased Crit Chance,Increased Critical Strike Chance For You And Your Minions,of the Grave,416,29,0,0,0.89,4,"[0, 1]",[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.4, 'max': 0.45}, {'min': 0.4, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.46, 'max': 0.51}, {'min': 0.46, 'max': 0.51}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.52, 'max': 0.57}, {'min': 0.52, 'max': 0.57}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.58, 'max': 0.63}, {'min': 0.58, 'max': 0.63}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.64, 'max': 0.8}, {'min': 0.64, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 10.2}, {'min': 1, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 10.21, 'max': 10.5}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Critical Strike Chance', 'property': 4, 'specialTag': 0, 'tags': 0, 'modifierType': 1, 'setProperty': 0}, {'modDisplayName': 'Minion Critical Strike Chance', 'property': 4, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
417,False,Acolyte Increased Projectile Speed With Marrow Shards And Bone Nova,Increased Projectile Speed With Marrow Shards And Bone Nova,of Lethality,417,45,0,0,0.89,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.12, 'max': 0.13}, {'min': 0.12, 'max': 0.13}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.14, 'max': 0.15}, {'min': 0.14, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.16, 'max': 0.17}, {'min': 0.16, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.18, 'max': 0.19}, {'min': 0.18, 'max': 0.19}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.2, 'max': 0.25}, {'min': 0.2, 'max': 0.25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.3, 'max': 0.36}, {'min': 0.3, 'max': 0.36}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 0.37, 'max': 0.46}, {'min': 0.37, 'max': 0.46}]}]",1,0,"[{'modDisplayName': 'Increased projectile speed with Marrow Shards', 'property': 58, 'specialTag': 0, 'tags': 143, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased projectile speed with Bone Nova', 'property': 58, 'specialTag': 0, 'tags': 139, 'modifierType': 0, 'setProperty': 0}]",T1
