,baseTypeName,displayName,baseTypeId,maxAffixes,affixEffectModifier,size,maxSockets,subItems
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Adaptive Spell Damage For Swords', 'subTypeId': 49, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Warpath', 'subTypeId': 561, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'All Attributes', 'subTypeId': 50, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Devouring Orb', 'subTypeId': 562, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Stun Avoidance', 'subTypeId': 51, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Rive', 'subTypeId': 563, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Health', 'subTypeId': 52, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Hammer Throw', 'subTypeId': 564, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Damage Dealt To Mana', 'subTypeId': 53, 'levelRequirement': 40, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Shield Rush', 'subTypeId': 565, 'levelRequirement': 12, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Poison', 'subTypeId': 54, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Volatile Reversal', 'subTypeId': 566, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Ignite', 'subTypeId': 55, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Abyssal Echoes', 'subTypeId': 567, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Chill', 'subTypeId': 56, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Erasing Strike', 'subTypeId': 568, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Slow', 'subTypeId': 57, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Vengeance', 'subTypeId': 569, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Stun Chance', 'subTypeId': 58, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Shield Throw', 'subTypeId': 570, 'levelRequirement': 17, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Dodge Rating', 'subTypeId': 59, 'levelRequirement': 16, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Dread Shade', 'subTypeId': 571, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Blind', 'subTypeId': 60, 'levelRequirement': 5, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Summon Skeleton', 'subTypeId': 572, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Poison Damage', 'subTypeId': 61, 'levelRequirement': 11, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Infernal Shade', 'subTypeId': 573, 'levelRequirement': 22, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Melee Crit Chance', 'subTypeId': 62, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Sacrifice', 'subTypeId': 574, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Melee Physical Damage', 'subTypeId': 63, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Focus', 'subTypeId': 575, 'levelRequirement': 22, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Minion Physical Damage', 'subTypeId': 64, 'levelRequirement': 10, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Aura Of Decay', 'subTypeId': 576, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Chance To Find Potions', 'subTypeId': 65, 'levelRequirement': 5, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Hungering Souls', 'subTypeId': 577, 'levelRequirement': 7, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Ward On Potion Use', 'subTypeId': 66, 'levelRequirement': 10, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Rip Blood', 'subTypeId': 578, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Summon Wraith', 'subTypeId': 579, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Freeze Rate and Freezing Concoction on Potion Use', 'subTypeId': 67, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Bleed', 'subTypeId': 68, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Summon Bone Golem', 'subTypeId': 580, 'levelRequirement': 12, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Melee Health Leech', 'subTypeId': 69, 'levelRequirement': 10, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Wandering Spirits', 'subTypeId': 581, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Minion Health', 'subTypeId': 70, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Marrow Shards', 'subTypeId': 582, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Minion Dodge Rating', 'subTypeId': 71, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Transplant', 'subTypeId': 583, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Damage Over Time', 'subTypeId': 72, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Flame Reave', 'subTypeId': 584, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Minion Health Regen', 'subTypeId': 73, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Storm Totem', 'subTypeId': 585, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Less Damage Taken on Block', 'subTypeId': 74, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Soul Feast', 'subTypeId': 586, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Snap Freeze', 'subTypeId': 587, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Ward and Ailment Cleansing on Potion Use', 'subTypeId': 75, 'levelRequirement': 31, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Melee Void Damage', 'subTypeId': 76, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Lunge', 'subTypeId': 588, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Melee Fire Damage', 'subTypeId': 77, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Rebuke', 'subTypeId': 589, 'levelRequirement': 7, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Melee Cold Damage', 'subTypeId': 78, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Sabertooth', 'subTypeId': 590, 'levelRequirement': 12, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Melee Lightning Damage', 'subTypeId': 79, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Scorpion', 'subTypeId': 591, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Elemental Resistance', 'subTypeId': 80, 'levelRequirement': 27, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Ring Of Shields', 'subTypeId': 592, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Block Effectiveness', 'subTypeId': 81, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Firebrand', 'subTypeId': 593, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Extra Potion Slot And Potion Health', 'subTypeId': 82, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Acolyte Level of Harvest', 'subTypeId': 594, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Potion Health Converted to Ward', 'subTypeId': 83, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': ""Primalist Level of Eterra's Blessing"", 'subTypeId': 595, 'levelRequirement': 7, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Spell Crit Chance', 'subTypeId': 84, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Judgement', 'subTypeId': 596, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Shock', 'subTypeId': 85, 'levelRequirement': 20, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Shatter Strike', 'subTypeId': 597, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Armour Shred Chance', 'subTypeId': 86, 'levelRequirement': 27, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Enchant Weapon', 'subTypeId': 598, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Throwing Attack Speed', 'subTypeId': 87, 'levelRequirement': 17, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Avalanche', 'subTypeId': 599, 'levelRequirement': 40, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Throwing Attack Damage', 'subTypeId': 88, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Sigils Of Hope', 'subTypeId': 600, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Melee Damage', 'subTypeId': 89, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Holy Aura', 'subTypeId': 601, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Health Regen', 'subTypeId': 90, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Werebear Form', 'subTypeId': 602, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Melee Stun Chance', 'subTypeId': 91, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
