baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,itemTags,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Resolve of Frost,134,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Shards of Unity,135,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Remorse of Heorot,136,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Hope of the Beginning,137,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Safety of the Labyrinth,138,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Remnants of the Living,139,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Visions of Death,140,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Inevitability of the Void,141,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Rot of the World,142,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Boon of the Scarab,143,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Shadows of Infinity,144,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Despair of the Empire,145,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Vigilance of the Damned,146,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Subtlety of Slaughter,147,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Apex of Fortune,148,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Resolve of Humanity,149,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Survival of Might,150,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Dream of Eterra,151,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Binds of Nature,152,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Despair of Flesh,153,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Cruelty of Strength,154,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Hemmorage of Marrow,155,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Taste of Venom,156,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Hunger of Dragons,157,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Virtue of Command,158,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Persistance of Will,159,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Guile of Wyrms,160,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Allure of Apathy,161,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Temple of the Mind,162,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Temple of the Mind,163,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Bastion of the Heart,164,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Bastion of the Heart,165,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Binding of Ruin,166,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Binding of Ruin,167,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Refuge of Despair,168,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Refuge of Despair,169,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Comfort of the End,170,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Comfort of the End,171,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Memory of Masters,172,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Memory of Masters,173,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grasp of Hope,174,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Grasp of Hope,175,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Remnants of the Elders,176,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Remnants of the Elders,177,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Knowledge of Skill,178,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Knowledge of Skill,179,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Resolve of Grael,180,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Resolve of Grael,181,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Protection of Heorot,182,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Protection of Heorot,183,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Vigor of Jormun,184,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Vigor of Jormun,185,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Maw of Artor,186,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Maw of Artor,187,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Winds of Frost,188,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Winds of Frost,189,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Rage of Winter,190,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Rage of Winter,191,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Fury of the North,192,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Fury of the North,193,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Heart of Ice,194,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Heart of Ice,195,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Bones of Eternity,196,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Bones of Eternity,197,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Bulwark of the Tundra,198,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Bulwark of the Tundra,199,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Defiance of Yulia,200,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Defiance of Yulia,201,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Heart of the Caldera,202,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Heart of the Caldera,203,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Body of Obsidian,204,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Body of Obsidian,205,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Curse of Sulphur,206,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Curse of Sulphur,207,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Embers of Immortality,208,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Embers of Immortality,209,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Swiftness of Logi,210,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Swiftness of Logi,211,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Breath of Cinders,212,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Breath of Cinders,213,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Promise of Death,214,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Promise of Death,215,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Spirit of Command,216,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Spirit of Command,217,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Might of Bhuldar,218,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Might of Bhuldar,219,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Flames of Calamity,220,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Flames of Calamity,221,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Patience of Herkir,222,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Patience of Herkir,223,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
