,Unnamed: 0,baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,size,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
128,128,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Battle Axe,3,24,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 28, 'implicitMaxValue': 28}, {'property': 1, 'specialTag': 2, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.28}]",0.0,10.05,0,0,0,Taste of Blood,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 20, 'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'hideStatMod': 0}, {'value': 15, 'property': 38, 'specialTag': 3, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.5, 'property': 1, 'specialTag': 2, 'tags': 512, 'type': 0, 'hideStatMod': 0}]","[{'description': 'When you hit a bleeding enemy with a melee attack all bleed stacks on that enemy double in speed', 'altText': ""When a bleed stack's speed is double its duration is halved and its damage per second is doubled"", 'setPart': 0, 'setItemRequirement': 0}]",A bloody fervor clouds the mind,IIwBhFYwZgdhYg.png,True,,,,,,,,,,,,,,,
129,129,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Sickle,4,35,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 544, 'type': 0, 'implicitValue': 33, 'implicitMaxValue': 33}, {'property': 0, 'specialTag': 0, 'tags': 32, 'type': 1, 'implicitValue': 0.23, 'implicitMaxValue': 0.39}, {'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.23, 'implicitMaxValue': 0.39}]",0.0,10.09,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Wengari Axe,5,46,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 36, 'implicitMaxValue': 36}, {'property': 1, 'specialTag': 2, 'tags': 512, 'type': 0, 'implicitValue': 0.36, 'implicitMaxValue': 0.66}, {'property': 43, 'specialTag': 2, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.16}]",0.0,10.09,0,0,0,Undisputed,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,"[{'value': 50, 'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'hideStatMod': 0}, {'value': 0.2, 'property': 2, 'specialTag': 0, 'tags': 512, 'type': 1, 'hideStatMod': 0}, {'value': 1, 'property': 93, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '10% increased physical damage for each recent melee hit against a bleeding enemy (up to 200%)', 'altText': 'Recent means in the past 4 seconds', 'setPart': 0, 'setItemRequirement': 0}]",,IIwBhFY3B2FiA.png,True,,,,,,,,,,,,,,,
131,131,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Crescent Axe,6,51,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 28, 'implicitMaxValue': 28}, {'property': 0, 'specialTag': 0, 'tags': 514, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 28}, {'property': 59, 'specialTag': 0, 'tags': 2, 'type': 0, 'implicitValue': 0.07, 'implicitMaxValue': 0.14}]",0.0,10.05,0,0,0,Tempest Maw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 17, 'property': 0, 'specialTag': 0, 'tags': 514, 'type': 0, 'hideStatMod': 0}, {'value': 0.75, 'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': -4, 'property': 66, 'specialTag': 0, 'tags': 16384, 'type': 0, 'hideStatMod': 0}, {'value': 4, 'property': 23, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 1}, {'value': 4, 'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 1}]","[{'description': '+4 Strength and Attunement', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'When you summon a totem you also summon 4 Storm Sprites around the totem (15 second cooldown)', 'altText': 'Storm Sprites are minions that cast lightning spells', 'setPart': 0, 'setItemRequirement': 0}]",A last sign of favour bestowed to those doomed to fight for Lagon's amusement in his sunken arena,IIwBhFYwNgdhYg.png,True,,,,,,,,,,,,,,,
132,132,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Chitin Claw,7,59,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 47, 'implicitMaxValue': 47}, {'property': 1, 'specialTag': 7, 'tags': 512, 'type': 0, 'implicitValue': 0.47, 'implicitMaxValue': 0.74}, {'property': 42, 'specialTag': 7, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.17}]",-0.1,10.05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Eagle Wing,8,63,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 48, 'implicitMaxValue': 48}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}]",0.0,10.05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Soul Harvester,9,66,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 544, 'type': 0, 'implicitValue': 46, 'implicitMaxValue': 46}, {'property': 0, 'specialTag': 0, 'tags': 544, 'type': 1, 'implicitValue': 1, 'implicitMaxValue': 10.66}, {'property': 0, 'specialTag': 0, 'tags': 8224, 'type': 1, 'implicitValue': 1, 'implicitMaxValue': 10.66}]",0.0,10.09,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Shadow Cleaver,10,71,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 32, 'implicitMaxValue': 32}, {'property': 0, 'specialTag': 0, 'tags': 528, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 44}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,1H Axes,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],Dragonbone Axe,11,80,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 51, 'implicitMaxValue': 51}, {'property': 0, 'specialTag': 0, 'tags': 8705, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 10}, {'property': 1, 'specialTag': 2, 'tags': 0, 'type': 0, 'implicitValue': 0.7, 'implicitMaxValue': 1}]",0.0,10.05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Poignard,0,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 9, 'implicitMaxValue': 9}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.02}]",-0.1,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Sacrificial Knife,1,12,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 13, 'implicitMaxValue': 13}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.02}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Bone Dagger,2,25,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 14}, {'property': 1, 'specialTag': 2, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.35}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.02}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Kris,3,27,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 25}, {'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.4, 'implicitMaxValue': 0.8}]",0.0,10.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Hunting Knife,4,44,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 33, 'implicitMaxValue': 33}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.03}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Moon Dagger,5,51,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 28, 'implicitMaxValue': 28}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.03}, {'property': 0, 'specialTag': 0, 'tags': 514, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 21}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Majasan Dagger,6,55,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 44, 'implicitMaxValue': 44}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.04, 'implicitMaxValue': 0.04}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Rune Dagger,7,61,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 36, 'implicitMaxValue': 36}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 40}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Sai,8,65,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 37, 'implicitMaxValue': 37}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.04}, {'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.5}]",0.0,10.18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,146,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Chitin Dagger,9,68,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 41, 'implicitMaxValue': 41}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.04, 'implicitMaxValue': 0.04}, {'property': 1, 'specialTag': 7, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.6}]",0.0,10.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,147,1H Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],Obsidian Dagger,10,71,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 43}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.04, 'implicitMaxValue': 0.04}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.8}]",0.0,10.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Club,0,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 13, 'implicitMaxValue': 13}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,149,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Iron Hammer,1,8,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,150,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Flanged Mace,2,18,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.48}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,151,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Morning Star,3,29,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 42, 'implicitMaxValue': 42}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.22, 'implicitMaxValue': 0.42}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,152,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Pick Hammer,4,37,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 52, 'implicitMaxValue': 52}]",0.1,0.94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,153,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Ebertusk Club,5,45,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 53}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.53, 'implicitMaxValue': 0.75}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Urchin Star,6,50,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 55}, {'property': 59, 'specialTag': 0, 'tags': 1, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.09}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,155,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Serpent Mace,7,54,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 53}, {'property': 0, 'specialTag': 0, 'tags': 64, 'type': 1, 'implicitValue': 0.53, 'implicitMaxValue': 0.93}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.43}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Solarum Hammer,8,62,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.6, 'implicitMaxValue': 0.9}, {'property': 59, 'specialTag': 0, 'tags': 8, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.12}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Doom Star,9,70,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 59, 'implicitMaxValue': 59}, {'property': 5, 'specialTag': 0, 'tags': 512, 'type': 0, 'implicitValue': 0.5, 'implicitMaxValue': 0.9}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,158,1H Maces,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],Rune Hammer,10,78,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 64, 'implicitMaxValue': 64}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.8, 'implicitMaxValue': 10.28}, {'property': 88, 'specialTag': 0, 'tags': 2, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 1}]",0.0,0.94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Brass Sceptre,0,0,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 10}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 3}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Ice Sceptre,1,43,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 516, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 43}, {'property': 0, 'specialTag': 0, 'tags': 260, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 43}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.43, 'implicitMaxValue': 10.43}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Ornate Sceptre,2,35,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 25}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 30}, {'property': 0, 'specialTag': 0, 'tags': 128, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,162,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Cultist Sceptre,3,11,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 16, 'implicitMaxValue': 16}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 6, 'implicitMaxValue': 10}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,163,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Oak Sceptre,4,21,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 21, 'implicitMaxValue': 21}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 17}, {'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.35}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Auric Sceptre,5,52,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 38, 'implicitMaxValue': 38}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 38, 'implicitMaxValue': 48}]",0.0,0.98,0,0,0,Culnivar's Claim,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.9, 'property': 0, 'specialTag': 0, 'tags': 258, 'type': 1, 'hideStatMod': 0}, {'value': 0.9, 'property': 4, 'specialTag': 0, 'tags': 258, 'type': 1, 'hideStatMod': 0}, {'value': 0.1, 'property': 18, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': '100% of mana converted to ward when you reach full mana', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Culnivar, last scion of Liath, was a symbol of hope for the living slaves of Thetima.",IIwBhA4wVgdhYg.png,False,,,,,,,,,,,,,,,
165,165,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Argent Sceptre,6,63,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 50}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 48, 'implicitMaxValue': 58}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.5, 'implicitMaxValue': 0.8}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Obsidian Sceptre,8,75,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 55}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 65}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,167,1H Scepter,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0.0,0,0,0,0,[],Skeletal Sceptre,9,67,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 47, 'implicitMaxValue': 47}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 59}, {'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.65}]",0.0,0.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168,1H Swords,9,4,0.75,"{'x': 1, 'y': 3}",9,1,0,0,0.0,0,0,0,0,[],Broken Sword,0,5,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 14}]",0.0,10.1,0,0,0,Humming Bee,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.2, 'property': 2, 'specialTag': 0, 'tags': 512, 'type': 1, 'hideStatMod': 0}, {'value': 3, 'property': 39, 'specialTag': 7, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '1% increased elemental damage per 250 ward', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '1% increased movement speed per 250 ward', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Bzzzzzzzzzz,IIwBhE4xB2FiA.png,True,,,,,,,,,,,,,,,
169,169,1H Swords,9,4,0.75,"{'x': 1, 'y': 3}",9,1,0,0,0.0,0,0,0,0,[],Broadsword,1,20,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 22, 'implicitMaxValue': 22}]",0.0,10.16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170,1H Swords,9,4,0.75,"{'x': 1, 'y': 3}",9,1,0,0,0.0,0,0,0,0,[],Rust Blade,2,39,0,0,"[{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 31, 'implicitMaxValue': 31}, {'property': 1, 'specialTag': 7, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.35}]",0.0,10.2,0,0,0,Eye of Reen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 25, 'property': 0, 'specialTag': 0, 'tags': 520, 'type': 0, 'hideStatMod': 0}, {'value': 1, 'property': 1, 'specialTag': 1, 'tags': 512, 'type': 0, 'hideStatMod': 0}]","[{'description': ""Gain a stack of Reen's Ire for 5 seconds on melee crit"", 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': ""Each stack of Reen's Ire grants 5% additional critical strike multiplier and 5% increased fire damage over time"", 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Dance through the flames,IIwBhE4wJgdhYg.png,True,,,,,,,,,,,,,,,
