,baseTypeName,displayName,baseTypeId,maxAffixes,affixEffectModifier,size,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,subItems 
5,1H Axes,One-Handed Axe,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],"{'displayName': 'Crescent Axe', 'subTypeId': 6, 'levelRequirement': 51, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 28, 'implicitMaxValue': 28}, {'property': 0, 'specialTag': 0, 'tags': 514, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 28}, {'property': 59, 'specialTag': 0, 'tags': 2, 'type': 0, 'implicitValue': 0.07, 'implicitMaxValue': 0.14}], 'addedWeaponRange': 0, 'attackRate': 10.05, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {'1': {'displayName': 'Tempest Maw', 'overrideLevelRequirement': 0, 'levelRequirement': 0, 'uniqueId': 1, 'setId': 0, 'rerollChance': 0, 'noWorldDrops': 0, 'isFractureUnique': 0, 'isSetUnique': 0, 'isLegendary': 0, 'basicMods': [{'value': 17, 'property': 0, 'specialTag': 0, 'tags': 514, 'type': 0, 'hideStatMod': 0}, {'value': 0.75, 'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': -4, 'property': 66, 'specialTag': 0, 'tags': 16384, 'type': 0, 'hideStatMod': 0}, {'value': 4, 'property': 23, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 1}, {'value': 4, 'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 1}], 'descriptionParts': [{'description': '+4 Strength and Attunement', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'When you summon a totem you also summon 4 Storm Sprites around the totem (15 second cooldown)', 'altText': 'Storm Sprites are minions that cast lightning spells', 'setPart': 0, 'setItemRequirement': 0}], 'loreText': ""A last sign of favour bestowed to those doomed to fight for Lagon's amusement in his sunken arena"", 'sprite': 'IIwBhFYwNgdhYg.png', 'hideLevelRequirement': True}}}"
5,1H Axes,One-Handed Axe,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],"{'displayName': 'Chitin Claw', 'subTypeId': 7, 'levelRequirement': 59, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 47, 'implicitMaxValue': 47}, {'property': 1, 'specialTag': 7, 'tags': 512, 'type': 0, 'implicitValue': 0.47, 'implicitMaxValue': 0.74}, {'property': 42, 'specialTag': 7, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.17}], 'addedWeaponRange': -0.1, 'attackRate': 10.05, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
5,1H Axes,One-Handed Axe,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],"{'displayName': 'Eagle Wing', 'subTypeId': 8, 'levelRequirement': 63, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 48, 'implicitMaxValue': 48}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}], 'addedWeaponRange': 0, 'attackRate': 10.05, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
5,1H Axes,One-Handed Axe,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],"{'displayName': 'Soul Harvester', 'subTypeId': 9, 'levelRequirement': 66, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 544, 'type': 0, 'implicitValue': 46, 'implicitMaxValue': 46}, {'property': 0, 'specialTag': 0, 'tags': 544, 'type': 1, 'implicitValue': 1, 'implicitMaxValue': 10.66}, {'property': 0, 'specialTag': 0, 'tags': 8224, 'type': 1, 'implicitValue': 1, 'implicitMaxValue': 10.66}], 'addedWeaponRange': 0, 'attackRate': 10.09, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
5,1H Axes,One-Handed Axe,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],"{'displayName': 'Shadow Cleaver', 'subTypeId': 10, 'levelRequirement': 71, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 32, 'implicitMaxValue': 32}, {'property': 0, 'specialTag': 0, 'tags': 528, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 44}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
5,1H Axes,One-Handed Axe,5,4,0.75,"{'x': 2, 'y': 3}",5,1,0,0,0.25,0,13,0,0,[],"{'displayName': 'Dragonbone Axe', 'subTypeId': 11, 'levelRequirement': 80, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 51, 'implicitMaxValue': 51}, {'property': 0, 'specialTag': 0, 'tags': 8705, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 10}, {'property': 1, 'specialTag': 2, 'tags': 0, 'type': 0, 'implicitValue': 0.7, 'implicitMaxValue': 1}], 'addedWeaponRange': 0, 'attackRate': 10.05, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Poignard', 'subTypeId': 0, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 9, 'implicitMaxValue': 9}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.02}], 'addedWeaponRange': -0.1, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Sacrificial Knife', 'subTypeId': 1, 'levelRequirement': 12, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 13, 'implicitMaxValue': 13}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.02}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Bone Dagger', 'subTypeId': 2, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 14}, {'property': 1, 'specialTag': 2, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.35}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.02}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Kris', 'subTypeId': 3, 'levelRequirement': 27, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 25}, {'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.4, 'implicitMaxValue': 0.8}], 'addedWeaponRange': 0, 'attackRate': 10.1, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Hunting Knife', 'subTypeId': 4, 'levelRequirement': 44, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 33, 'implicitMaxValue': 33}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.03}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Moon Dagger', 'subTypeId': 5, 'levelRequirement': 51, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 28, 'implicitMaxValue': 28}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.03}, {'property': 0, 'specialTag': 0, 'tags': 514, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 21}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Majasan Dagger', 'subTypeId': 6, 'levelRequirement': 55, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 44, 'implicitMaxValue': 44}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.04, 'implicitMaxValue': 0.04}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Rune Dagger', 'subTypeId': 7, 'levelRequirement': 61, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 36, 'implicitMaxValue': 36}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.03, 'implicitMaxValue': 0.04}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 40}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Sai', 'subTypeId': 8, 'levelRequirement': 65, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 37, 'implicitMaxValue': 37}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.02, 'implicitMaxValue': 0.04}, {'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.5}], 'addedWeaponRange': 0, 'attackRate': 10.18, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Chitin Dagger', 'subTypeId': 9, 'levelRequirement': 68, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 41, 'implicitMaxValue': 41}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.04, 'implicitMaxValue': 0.04}, {'property': 1, 'specialTag': 7, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.6}], 'addedWeaponRange': 0, 'attackRate': 10.14, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
6,1H Dagger,Dagger,6,4,0.75,"{'x': 1, 'y': 2}",6,1,0,0,0.5,0,26,0,0,[],"{'displayName': 'Obsidian Dagger', 'subTypeId': 10, 'levelRequirement': 71, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 43}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.04, 'implicitMaxValue': 0.04}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.8}], 'addedWeaponRange': 0, 'attackRate': 10.1, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Club', 'subTypeId': 0, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 13, 'implicitMaxValue': 13}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Iron Hammer', 'subTypeId': 1, 'levelRequirement': 8, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.3}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Flanged Mace', 'subTypeId': 2, 'levelRequirement': 18, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.48}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Morning Star', 'subTypeId': 3, 'levelRequirement': 29, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 42, 'implicitMaxValue': 42}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.22, 'implicitMaxValue': 0.42}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Pick Hammer', 'subTypeId': 4, 'levelRequirement': 37, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 52, 'implicitMaxValue': 52}], 'addedWeaponRange': 0.1, 'attackRate': 0.94, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Ebertusk Club', 'subTypeId': 5, 'levelRequirement': 45, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 53}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.53, 'implicitMaxValue': 0.75}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Urchin Star', 'subTypeId': 6, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 55}, {'property': 59, 'specialTag': 0, 'tags': 1, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.09}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Serpent Mace', 'subTypeId': 7, 'levelRequirement': 54, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 53}, {'property': 0, 'specialTag': 0, 'tags': 64, 'type': 1, 'implicitValue': 0.53, 'implicitMaxValue': 0.93}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.35, 'implicitMaxValue': 0.43}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Solarum Hammer', 'subTypeId': 8, 'levelRequirement': 62, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.6, 'implicitMaxValue': 0.9}, {'property': 59, 'specialTag': 0, 'tags': 8, 'type': 0, 'implicitValue': 0.06, 'implicitMaxValue': 0.12}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Doom Star', 'subTypeId': 9, 'levelRequirement': 70, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 59, 'implicitMaxValue': 59}, {'property': 5, 'specialTag': 0, 'tags': 512, 'type': 0, 'implicitValue': 0.5, 'implicitMaxValue': 0.9}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
7,1H Maces,One-Handed Blunt Weapon,7,4,0.75,"{'x': 1, 'y': 3}",7,1,0,0,0.25,0,21,0,0,[],"{'displayName': 'Rune Hammer', 'subTypeId': 10, 'levelRequirement': 78, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 64, 'implicitMaxValue': 64}, {'property': 45, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.8, 'implicitMaxValue': 10.28}, {'property': 88, 'specialTag': 0, 'tags': 2, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 1}], 'addedWeaponRange': 0, 'attackRate': 0.94, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Brass Sceptre', 'subTypeId': 0, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 10}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 3}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Ice Sceptre', 'subTypeId': 1, 'levelRequirement': 43, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 516, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 43}, {'property': 0, 'specialTag': 0, 'tags': 260, 'type': 0, 'implicitValue': 43, 'implicitMaxValue': 43}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.43, 'implicitMaxValue': 10.43}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Ornate Sceptre', 'subTypeId': 2, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 25}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 30}, {'property': 0, 'specialTag': 0, 'tags': 128, 'type': 1, 'implicitValue': 0.25, 'implicitMaxValue': 0.6}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Cultist Sceptre', 'subTypeId': 3, 'levelRequirement': 11, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 16, 'implicitMaxValue': 16}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 6, 'implicitMaxValue': 10}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Oak Sceptre', 'subTypeId': 4, 'levelRequirement': 21, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 21, 'implicitMaxValue': 21}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 17}, {'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.35}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Auric Sceptre', 'subTypeId': 5, 'levelRequirement': 52, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 38, 'implicitMaxValue': 38}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 38, 'implicitMaxValue': 48}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {'1': {'displayName': ""Culnivar's Claim"", 'overrideLevelRequirement': 1, 'levelRequirement': 50, 'uniqueId': 1, 'setId': 0, 'rerollChance': 0, 'noWorldDrops': 0, 'isFractureUnique': 0, 'isSetUnique': 0, 'isLegendary': 0, 'basicMods': [{'value': 0.9, 'property': 0, 'specialTag': 0, 'tags': 258, 'type': 1, 'hideStatMod': 0}, {'value': 0.9, 'property': 4, 'specialTag': 0, 'tags': 258, 'type': 1, 'hideStatMod': 0}, {'value': 0.1, 'property': 18, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}], 'descriptionParts': [{'description': '100% of mana converted to ward when you reach full mana', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}], 'loreText': 'Culnivar, last scion of Liath, was a symbol of hope for the living slaves of Thetima.', 'sprite': 'IIwBhA4wVgdhYg.png', 'hideLevelRequirement': False}}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Argent Sceptre', 'subTypeId': 6, 'levelRequirement': 63, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 50}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 48, 'implicitMaxValue': 58}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.5, 'implicitMaxValue': 0.8}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
8,1H Scepter,Sceptre,8,4,0.75,"{'x': 1, 'y': 3}",8,1,0,0,0,0,0,0,0,[],"{'displayName': 'Obsidian Sceptre', 'subTypeId': 8, 'levelRequirement': 75, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 0, 'specialTag': 0, 'tags': 513, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 55}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 65}], 'addedWeaponRange': 0, 'attackRate': 0.98, 'classRequirement': 0, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
